18:01:21 new steering: 85, stabilized steering: 85, difference: 0 
18:01:21 new steering: 89, stabilized steering: 89, difference: 0 
18:01:21 new steering: 90, stabilized steering: 90, difference: 0 
18:01:22 new steering: 89, stabilized steering: 89, difference: 0 
18:01:22 new steering: 89, stabilized steering: 89, difference: 0 
18:01:22 new steering: 85, stabilized steering: 85, difference: 0 
18:01:22 new steering: 84, stabilized steering: 84, difference: 0 
18:01:22 new steering: 83, stabilized steering: 83, difference: 0 
18:01:22 new steering: 81, stabilized steering: 81, difference: 0 
18:01:22 new steering: 82, stabilized steering: 82, difference: 0 
18:01:22 new steering: 82, stabilized steering: 82, difference: 0 
18:01:22 new steering: 82, stabilized steering: 82, difference: 0 
18:01:22 new steering: 79, stabilized steering: 79, difference: 0 
18:01:22 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 81, stabilized steering: 81, difference: 0 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 81, stabilized steering: 81, difference: 0 
18:01:23 new steering: 43, stabilized steering: 76, difference: 33 
18:01:23 new steering: 82, stabilized steering: 81, difference: 1 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 80, stabilized steering: 80, difference: 0 
18:01:23 new steering: 82, stabilized steering: 82, difference: 0 
18:01:23 new steering: 83, stabilized steering: 83, difference: 0 
18:01:24 new steering: 82, stabilized steering: 82, difference: 0 
18:01:24 new steering: 81, stabilized steering: 81, difference: 0 
18:01:24 new steering: 82, stabilized steering: 82, difference: 0 
18:01:24 new steering: 83, stabilized steering: 83, difference: 0 
18:01:24 new steering: 84, stabilized steering: 84, difference: 0 
18:01:24 new steering: 84, stabilized steering: 84, difference: 0 
18:01:24 new steering: 84, stabilized steering: 84, difference: 0 
18:01:24 new steering: 86, stabilized steering: 86, difference: 0 
18:01:24 new steering: 85, stabilized steering: 85, difference: 0 
18:01:24 new steering: 86, stabilized steering: 86, difference: 0 
18:01:24 new steering: 86, stabilized steering: 86, difference: 0 
18:01:25 new steering: 88, stabilized steering: 88, difference: 0 
18:01:25 new steering: 85, stabilized steering: 85, difference: 0 
18:01:25 new steering: 87, stabilized steering: 87, difference: 0 
18:01:25 new steering: 85, stabilized steering: 85, difference: 0 
18:01:25 new steering: 86, stabilized steering: 86, difference: 0 
18:01:25 new steering: 87, stabilized steering: 87, difference: 0 
18:01:25 new steering: 88, stabilized steering: 88, difference: 0 
18:01:25 new steering: 88, stabilized steering: 88, difference: 0 
18:01:25 new steering: 89, stabilized steering: 89, difference: 0 
18:01:25 new steering: 84, stabilized steering: 84, difference: 0 
18:01:25 new steering: 88, stabilized steering: 88, difference: 0 
18:01:26 new steering: 87, stabilized steering: 87, difference: 0 
18:01:26 new steering: 65, stabilized steering: 86, difference: 21 
18:01:26 new steering: 54, stabilized steering: 85, difference: 31 
18:01:26 new steering: 47, stabilized steering: 84, difference: 37 
18:01:26 new steering: 50, stabilized steering: 83, difference: 33 
18:01:26 new steering: 41, stabilized steering: 82, difference: 41 
18:01:26 new steering: 58, stabilized steering: 77, difference: 19 
18:01:26 new steering: 41, stabilized steering: 76, difference: 35 
18:01:26 new steering: 45, stabilized steering: 75, difference: 30 
18:01:26 new steering: 45, stabilized steering: 74, difference: 29 
18:01:26 new steering: 46, stabilized steering: 73, difference: 27 
18:01:27 new steering: 40, stabilized steering: 72, difference: 32 
18:01:27 new steering: 54, stabilized steering: 67, difference: 13 
18:01:27 new steering: 52, stabilized steering: 62, difference: 10 
18:01:27 new steering: 52, stabilized steering: 57, difference: 5 
18:01:27 new steering: 53, stabilized steering: 53, difference: 0 
18:01:27 new steering: 52, stabilized steering: 52, difference: 0 
18:01:27 new steering: 52, stabilized steering: 52, difference: 0 
18:01:27 new steering: 49, stabilized steering: 49, difference: 0 
18:01:27 new steering: 53, stabilized steering: 53, difference: 0 
18:01:27 new steering: 55, stabilized steering: 55, difference: 0 
18:01:27 new steering: 54, stabilized steering: 54, difference: 0 
18:01:28 new steering: 53, stabilized steering: 53, difference: 0 
18:01:28 new steering: 60, stabilized steering: 54, difference: 6 
18:01:28 new steering: 70, stabilized steering: 55, difference: 15 
18:01:28 new steering: 58, stabilized steering: 58, difference: 0 
18:01:28 new steering: 60, stabilized steering: 60, difference: 0 
