17:13:40 new steering: 89, stabilized steering: 89, difference: 0 
17:13:46 new steering: 88, stabilized steering: 88, difference: 0 
17:13:46 new steering: 89, stabilized steering: 89, difference: 0 
17:13:46 new steering: 89, stabilized steering: 89, difference: 0 
17:13:46 new steering: 88, stabilized steering: 88, difference: 0 
17:13:47 new steering: 88, stabilized steering: 88, difference: 0 
17:13:47 new steering: 90, stabilized steering: 90, difference: 0 
17:13:47 new steering: 90, stabilized steering: 90, difference: 0 
17:13:47 new steering: 89, stabilized steering: 89, difference: 0 
17:13:47 new steering: 88, stabilized steering: 88, difference: 0 
17:13:47 new steering: 89, stabilized steering: 89, difference: 0 
17:13:47 new steering: 89, stabilized steering: 89, difference: 0 
17:13:47 new steering: 87, stabilized steering: 87, difference: 0 
17:13:47 new steering: 87, stabilized steering: 87, difference: 0 
17:13:47 new steering: 88, stabilized steering: 88, difference: 0 
17:13:47 new steering: 89, stabilized steering: 89, difference: 0 
17:13:47 new steering: 87, stabilized steering: 87, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 87, stabilized steering: 87, difference: 0 
17:13:48 new steering: 87, stabilized steering: 87, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 87, stabilized steering: 87, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 87, stabilized steering: 87, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:48 new steering: 88, stabilized steering: 88, difference: 0 
17:13:49 new steering: 88, stabilized steering: 88, difference: 0 
17:13:49 new steering: 87, stabilized steering: 87, difference: 0 
17:13:49 new steering: 87, stabilized steering: 87, difference: 0 
17:13:49 new steering: 87, stabilized steering: 87, difference: 0 
17:13:49 new steering: 85, stabilized steering: 85, difference: 0 
17:13:49 new steering: 87, stabilized steering: 87, difference: 0 
17:13:49 new steering: 85, stabilized steering: 85, difference: 0 
17:13:49 new steering: 86, stabilized steering: 86, difference: 0 
17:13:49 new steering: 85, stabilized steering: 85, difference: 0 
17:13:49 new steering: 86, stabilized steering: 86, difference: 0 
17:13:49 new steering: 85, stabilized steering: 85, difference: 0 
17:13:49 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:50 new steering: 86, stabilized steering: 86, difference: 0 
17:13:50 new steering: 86, stabilized steering: 86, difference: 0 
17:13:50 new steering: 86, stabilized steering: 86, difference: 0 
17:13:50 new steering: 84, stabilized steering: 84, difference: 0 
17:13:50 new steering: 83, stabilized steering: 83, difference: 0 
17:13:50 new steering: 85, stabilized steering: 85, difference: 0 
17:13:51 new steering: 84, stabilized steering: 84, difference: 0 
17:13:51 new steering: 85, stabilized steering: 85, difference: 0 
17:13:51 new steering: 83, stabilized steering: 83, difference: 0 
17:13:51 new steering: 84, stabilized steering: 84, difference: 0 
17:13:51 new steering: 82, stabilized steering: 82, difference: 0 
17:13:51 new steering: 83, stabilized steering: 83, difference: 0 
17:13:51 new steering: 82, stabilized steering: 82, difference: 0 
17:13:51 new steering: 87, stabilized steering: 87, difference: 0 
17:13:51 new steering: 77, stabilized steering: 82, difference: 5 
17:13:51 new steering: 82, stabilized steering: 82, difference: 0 
17:13:51 new steering: 77, stabilized steering: 77, difference: 0 
17:13:52 new steering: 55, stabilized steering: 76, difference: 21 
17:13:52 new steering: 46, stabilized steering: 75, difference: 29 
17:13:52 new steering: 41, stabilized steering: 74, difference: 33 
17:13:52 new steering: 40, stabilized steering: 73, difference: 33 
17:13:52 new steering: 48, stabilized steering: 72, difference: 24 
17:13:52 new steering: 53, stabilized steering: 67, difference: 14 
17:13:52 new steering: 44, stabilized steering: 66, difference: 22 
17:13:52 new steering: 38, stabilized steering: 65, difference: 27 
17:13:52 new steering: 51, stabilized steering: 60, difference: 9 
17:13:52 new steering: 51, stabilized steering: 55, difference: 4 
17:13:53 new steering: 52, stabilized steering: 52, difference: 0 
17:13:53 new steering: 53, stabilized steering: 53, difference: 0 
17:13:53 new steering: 76, stabilized steering: 58, difference: 18 
17:13:53 new steering: 50, stabilized steering: 53, difference: 3 
17:13:53 new steering: 57, stabilized steering: 57, difference: 0 
17:13:53 new steering: 56, stabilized steering: 56, difference: 0 
17:13:53 new steering: 56, stabilized steering: 56, difference: 0 
17:13:53 new steering: 52, stabilized steering: 55, difference: 3 
17:13:53 new steering: 61, stabilized steering: 60, difference: 1 
17:13:53 new steering: 55, stabilized steering: 55, difference: 0 
17:13:54 new steering: 59, stabilized steering: 59, difference: 0 
17:13:54 new steering: 60, stabilized steering: 60, difference: 0 
17:13:54 new steering: 63, stabilized steering: 63, difference: 0 
17:13:54 new steering: 55, stabilized steering: 62, difference: 7 
17:13:54 new steering: 57, stabilized steering: 61, difference: 4 
17:13:54 new steering: 52, stabilized steering: 60, difference: 8 
17:13:54 new steering: 63, stabilized steering: 63, difference: 0 
17:13:54 new steering: 64, stabilized steering: 64, difference: 0 
17:13:54 new steering: 66, stabilized steering: 66, difference: 0 
17:13:54 new steering: 64, stabilized steering: 65, difference: 1 
17:13:54 new steering: 63, stabilized steering: 64, difference: 1 
17:13:55 new steering: 64, stabilized steering: 64, difference: 0 
17:13:55 new steering: 67, stabilized steering: 67, difference: 0 
17:13:55 new steering: 68, stabilized steering: 68, difference: 0 
17:13:55 new steering: 70, stabilized steering: 69, difference: 1 
17:13:55 new steering: 63, stabilized steering: 68, difference: 5 
17:13:55 new steering: 58, stabilized steering: 67, difference: 9 
17:13:55 new steering: 62, stabilized steering: 62, difference: 0 
17:13:55 new steering: 64, stabilized steering: 63, difference: 1 
17:13:55 new steering: 64, stabilized steering: 64, difference: 0 
17:13:55 new steering: 61, stabilized steering: 63, difference: 2 
17:13:56 new steering: 70, stabilized steering: 68, difference: 2 
17:13:56 new steering: 70, stabilized steering: 70, difference: 0 
17:13:56 new steering: 68, stabilized steering: 69, difference: 1 
17:13:56 new steering: 66, stabilized steering: 66, difference: 0 
17:13:56 new steering: 66, stabilized steering: 66, difference: 0 
17:13:57 new steering: 71, stabilized steering: 71, difference: 0 
17:13:57 new steering: 71, stabilized steering: 71, difference: 0 
17:13:57 new steering: 70, stabilized steering: 70, difference: 0 
17:13:57 new steering: 65, stabilized steering: 65, difference: 0 
17:13:57 new steering: 62, stabilized steering: 64, difference: 2 
17:13:57 new steering: 65, stabilized steering: 65, difference: 0 
17:13:58 new steering: 70, stabilized steering: 70, difference: 0 
17:13:58 new steering: 70, stabilized steering: 70, difference: 0 
17:13:58 new steering: 62, stabilized steering: 69, difference: 7 
17:13:58 new steering: 61, stabilized steering: 68, difference: 7 
17:13:58 new steering: 71, stabilized steering: 69, difference: 2 
17:13:58 new steering: 66, stabilized steering: 66, difference: 0 
17:13:59 new steering: 70, stabilized steering: 70, difference: 0 
17:13:59 new steering: 71, stabilized steering: 71, difference: 0 
17:13:59 new steering: 70, stabilized steering: 70, difference: 0 
17:13:59 new steering: 67, stabilized steering: 69, difference: 2 
17:13:59 new steering: 64, stabilized steering: 68, difference: 4 
17:13:59 new steering: 64, stabilized steering: 67, difference: 3 
17:13:59 new steering: 62, stabilized steering: 66, difference: 4 
17:13:59 new steering: 59, stabilized steering: 65, difference: 6 
17:13:59 new steering: 68, stabilized steering: 66, difference: 2 
17:13:59 new steering: 68, stabilized steering: 67, difference: 1 
17:13:59 new steering: 63, stabilized steering: 63, difference: 0 
17:14:00 new steering: 68, stabilized steering: 64, difference: 4 
17:14:00 new steering: 150, stabilized steering: 69, difference: 81 
17:14:00 new steering: 64, stabilized steering: 64, difference: 0 
17:14:00 new steering: 61, stabilized steering: 63, difference: 2 
17:14:00 new steering: 69, stabilized steering: 68, difference: 1 
17:14:00 new steering: 69, stabilized steering: 69, difference: 0 
17:14:00 new steering: 70, stabilized steering: 70, difference: 0 
17:14:00 new steering: 61, stabilized steering: 69, difference: 8 
17:14:00 new steering: 61, stabilized steering: 68, difference: 7 
17:14:00 new steering: 70, stabilized steering: 70, difference: 0 
17:14:01 new steering: 62, stabilized steering: 69, difference: 7 
17:14:01 new steering: 62, stabilized steering: 68, difference: 6 
17:14:01 new steering: 69, stabilized steering: 69, difference: 0 
17:14:01 new steering: 64, stabilized steering: 68, difference: 4 
17:14:01 new steering: 61, stabilized steering: 67, difference: 6 
17:14:01 new steering: 61, stabilized steering: 66, difference: 5 
17:14:01 new steering: 65, stabilized steering: 65, difference: 0 
17:14:01 new steering: 59, stabilized steering: 64, difference: 5 
17:14:01 new steering: 65, stabilized steering: 65, difference: 0 
17:14:01 new steering: 59, stabilized steering: 64, difference: 5 
17:14:02 new steering: 61, stabilized steering: 63, difference: 2 
17:14:02 new steering: 70, stabilized steering: 68, difference: 2 
17:14:02 new steering: 71, stabilized steering: 71, difference: 0 
17:14:02 new steering: 68, stabilized steering: 70, difference: 2 
17:14:02 new steering: 63, stabilized steering: 69, difference: 6 
17:14:02 new steering: 70, stabilized steering: 70, difference: 0 
17:14:02 new steering: 72, stabilized steering: 72, difference: 0 
17:14:02 new steering: 73, stabilized steering: 73, difference: 0 
17:14:02 new steering: 62, stabilized steering: 72, difference: 10 
17:14:02 new steering: 58, stabilized steering: 71, difference: 13 
17:14:02 new steering: 74, stabilized steering: 74, difference: 0 
17:14:03 new steering: 59, stabilized steering: 73, difference: 14 
17:14:03 new steering: 59, stabilized steering: 72, difference: 13 
17:14:03 new steering: 60, stabilized steering: 71, difference: 11 
17:14:03 new steering: 59, stabilized steering: 70, difference: 11 
17:14:03 new steering: 56, stabilized steering: 69, difference: 13 
17:14:03 new steering: 57, stabilized steering: 68, difference: 11 
17:14:03 new steering: 61, stabilized steering: 67, difference: 6 
17:14:03 new steering: 58, stabilized steering: 66, difference: 8 
17:14:03 new steering: 58, stabilized steering: 65, difference: 7 
17:14:03 new steering: 64, stabilized steering: 64, difference: 0 
17:14:04 new steering: 59, stabilized steering: 63, difference: 4 
17:14:04 new steering: 54, stabilized steering: 62, difference: 8 
17:14:04 new steering: 55, stabilized steering: 61, difference: 6 
17:14:04 new steering: 60, stabilized steering: 60, difference: 0 
17:14:04 new steering: 51, stabilized steering: 59, difference: 8 
17:14:04 new steering: 49, stabilized steering: 58, difference: 9 
17:14:04 new steering: 47, stabilized steering: 57, difference: 10 
17:14:04 new steering: 52, stabilized steering: 56, difference: 4 
17:14:04 new steering: 52, stabilized steering: 55, difference: 3 
17:14:04 new steering: 52, stabilized steering: 54, difference: 2 
17:14:05 new steering: 52, stabilized steering: 53, difference: 1 
17:14:05 new steering: 50, stabilized steering: 52, difference: 2 
17:14:05 new steering: 45, stabilized steering: 51, difference: 6 
17:14:05 new steering: 43, stabilized steering: 50, difference: 7 
17:14:05 new steering: 41, stabilized steering: 49, difference: 8 
17:14:05 new steering: 43, stabilized steering: 48, difference: 5 
17:14:05 new steering: 40, stabilized steering: 47, difference: 7 
17:14:05 new steering: 44, stabilized steering: 46, difference: 2 
17:14:05 new steering: 47, stabilized steering: 47, difference: 0 
17:14:06 new steering: 44, stabilized steering: 46, difference: 2 
17:14:06 new steering: 47, stabilized steering: 47, difference: 0 
17:14:06 new steering: 48, stabilized steering: 48, difference: 0 
17:14:06 new steering: 47, stabilized steering: 47, difference: 0 
17:14:06 new steering: 51, stabilized steering: 48, difference: 3 
17:14:06 new steering: 43, stabilized steering: 47, difference: 4 
17:14:06 new steering: 43, stabilized steering: 46, difference: 3 
17:14:06 new steering: 40, stabilized steering: 45, difference: 5 
17:14:06 new steering: 49, stabilized steering: 46, difference: 3 
17:14:06 new steering: 50, stabilized steering: 47, difference: 3 
17:14:07 new steering: 39, stabilized steering: 46, difference: 7 
17:14:07 new steering: 46, stabilized steering: 46, difference: 0 
17:14:07 new steering: 45, stabilized steering: 45, difference: 0 
17:14:07 new steering: 43, stabilized steering: 44, difference: 1 
17:14:07 new steering: 46, stabilized steering: 45, difference: 1 
17:14:07 new steering: 45, stabilized steering: 45, difference: 0 
17:14:07 new steering: 41, stabilized steering: 44, difference: 3 
17:14:07 new steering: 47, stabilized steering: 45, difference: 2 
17:14:07 new steering: 46, stabilized steering: 46, difference: 0 
17:14:07 new steering: 48, stabilized steering: 47, difference: 1 
17:14:08 new steering: 44, stabilized steering: 46, difference: 2 
17:14:08 new steering: 49, stabilized steering: 47, difference: 2 
17:14:08 new steering: 45, stabilized steering: 46, difference: 1 
17:14:08 new steering: 47, stabilized steering: 47, difference: 0 
17:14:08 new steering: 43, stabilized steering: 46, difference: 3 
17:14:08 new steering: 50, stabilized steering: 47, difference: 3 
17:14:08 new steering: 45, stabilized steering: 46, difference: 1 
17:14:08 new steering: 50, stabilized steering: 47, difference: 3 
17:14:08 new steering: 51, stabilized steering: 48, difference: 3 
17:14:08 new steering: 42, stabilized steering: 47, difference: 5 
17:14:09 new steering: 46, stabilized steering: 46, difference: 0 
17:14:09 new steering: 46, stabilized steering: 46, difference: 0 
17:14:09 new steering: 44, stabilized steering: 45, difference: 1 
17:14:09 new steering: 47, stabilized steering: 46, difference: 1 
17:14:09 new steering: 39, stabilized steering: 45, difference: 6 
17:14:09 new steering: 47, stabilized steering: 46, difference: 1 
17:14:09 new steering: 49, stabilized steering: 47, difference: 2 
17:14:09 new steering: 50, stabilized steering: 48, difference: 2 
17:14:09 new steering: 172, stabilized steering: 49, difference: 123 
17:14:09 new steering: 164, stabilized steering: 50, difference: 114 
17:14:10 new steering: 52, stabilized steering: 52, difference: 0 
17:14:10 new steering: 18, stabilized steering: 51, difference: 33 
17:14:10 new steering: 16, stabilized steering: 50, difference: 34 
17:14:10 new steering: 94, stabilized steering: 55, difference: 39 
17:14:10 new steering: 105, stabilized steering: 60, difference: 45 
17:14:10 new steering: 8, stabilized steering: 59, difference: 51 
17:14:10 new steering: 168, stabilized steering: 60, difference: 108 
17:14:11 new steering: 83, stabilized steering: 61, difference: 22 
17:14:11 new steering: 82, stabilized steering: 62, difference: 20 
17:14:11 new steering: 102, stabilized steering: 67, difference: 35 
17:14:11 new steering: 99, stabilized steering: 72, difference: 27 
17:14:11 new steering: 78, stabilized steering: 73, difference: 5 
17:14:11 new steering: 79, stabilized steering: 74, difference: 5 
17:14:11 new steering: 88, stabilized steering: 79, difference: 9 
17:14:11 new steering: 84, stabilized steering: 84, difference: 0 
17:14:12 new steering: 80, stabilized steering: 80, difference: 0 
17:14:12 new steering: 77, stabilized steering: 77, difference: 0 
17:14:12 new steering: 79, stabilized steering: 79, difference: 0 
17:14:12 new steering: 77, stabilized steering: 77, difference: 0 
17:14:12 new steering: 80, stabilized steering: 80, difference: 0 
17:14:12 new steering: 79, stabilized steering: 79, difference: 0 
17:14:12 new steering: 82, stabilized steering: 82, difference: 0 
17:14:12 new steering: 87, stabilized steering: 87, difference: 0 
17:14:12 new steering: 88, stabilized steering: 88, difference: 0 
17:14:12 new steering: 79, stabilized steering: 83, difference: 4 
17:14:12 new steering: 79, stabilized steering: 79, difference: 0 
17:14:13 new steering: 83, stabilized steering: 83, difference: 0 
17:14:13 new steering: 90, stabilized steering: 88, difference: 2 
17:14:13 new steering: 87, stabilized steering: 87, difference: 0 
17:14:13 new steering: 81, stabilized steering: 82, difference: 1 
17:14:13 new steering: 81, stabilized steering: 81, difference: 0 
17:14:13 new steering: 85, stabilized steering: 85, difference: 0 
17:14:13 new steering: 85, stabilized steering: 85, difference: 0 
17:14:13 new steering: 75, stabilized steering: 80, difference: 5 
17:14:13 new steering: 73, stabilized steering: 75, difference: 2 
17:14:13 new steering: 82, stabilized steering: 80, difference: 2 
17:14:14 new steering: 79, stabilized steering: 79, difference: 0 
17:14:14 new steering: 83, stabilized steering: 83, difference: 0 
17:14:14 new steering: 81, stabilized steering: 81, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 83, stabilized steering: 83, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 82, stabilized steering: 82, difference: 0 
17:14:14 new steering: 83, stabilized steering: 83, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 85, stabilized steering: 85, difference: 0 
17:14:15 new steering: 83, stabilized steering: 83, difference: 0 
17:14:15 new steering: 83, stabilized steering: 83, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:15 new steering: 84, stabilized steering: 84, difference: 0 
17:14:16 new steering: 84, stabilized steering: 84, difference: 0 
17:14:16 new steering: 85, stabilized steering: 85, difference: 0 
17:14:16 new steering: 84, stabilized steering: 84, difference: 0 
17:14:16 new steering: 85, stabilized steering: 85, difference: 0 
17:14:16 new steering: 85, stabilized steering: 85, difference: 0 
17:14:16 new steering: 86, stabilized steering: 86, difference: 0 
17:14:16 new steering: 86, stabilized steering: 86, difference: 0 
17:14:16 new steering: 86, stabilized steering: 86, difference: 0 
17:14:16 new steering: 87, stabilized steering: 87, difference: 0 
17:14:16 new steering: 86, stabilized steering: 86, difference: 0 
17:14:16 new steering: 87, stabilized steering: 87, difference: 0 
17:14:17 new steering: 87, stabilized steering: 87, difference: 0 
17:14:17 new steering: 87, stabilized steering: 87, difference: 0 
17:14:17 new steering: 89, stabilized steering: 89, difference: 0 
17:14:17 new steering: 89, stabilized steering: 89, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:17 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 89, stabilized steering: 89, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 90, stabilized steering: 90, difference: 0 
17:14:18 new steering: 89, stabilized steering: 89, difference: 0 
17:14:18 new steering: 89, stabilized steering: 89, difference: 0 
17:14:19 new steering: 89, stabilized steering: 89, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 89, stabilized steering: 89, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:19 new steering: 89, stabilized steering: 89, difference: 0 
17:14:19 new steering: 90, stabilized steering: 90, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 89, stabilized steering: 89, difference: 0 
17:14:20 new steering: 90, stabilized steering: 90, difference: 0 
17:14:20 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 90, stabilized steering: 90, difference: 0 
17:14:21 new steering: 89, stabilized steering: 89, difference: 0 
17:14:21 new steering: 89, stabilized steering: 89, difference: 0 
17:14:22 new steering: 90, stabilized steering: 90, difference: 0 
17:14:22 new steering: 90, stabilized steering: 90, difference: 0 
17:14:22 new steering: 89, stabilized steering: 89, difference: 0 
17:14:22 new steering: 88, stabilized steering: 88, difference: 0 
17:14:22 new steering: 88, stabilized steering: 88, difference: 0 
17:14:22 new steering: 88, stabilized steering: 88, difference: 0 
17:14:22 new steering: 87, stabilized steering: 87, difference: 0 
17:14:22 new steering: 87, stabilized steering: 87, difference: 0 
17:14:22 new steering: 87, stabilized steering: 87, difference: 0 
17:14:22 new steering: 86, stabilized steering: 86, difference: 0 
17:14:22 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 86, stabilized steering: 86, difference: 0 
17:14:23 new steering: 86, stabilized steering: 86, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 87, stabilized steering: 87, difference: 0 
17:14:23 new steering: 86, stabilized steering: 86, difference: 0 
17:14:23 new steering: 86, stabilized steering: 86, difference: 0 
17:14:23 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 85, stabilized steering: 85, difference: 0 
17:14:24 new steering: 86, stabilized steering: 86, difference: 0 
17:14:24 new steering: 87, stabilized steering: 87, difference: 0 
17:14:24 new steering: 87, stabilized steering: 87, difference: 0 
17:14:24 new steering: 86, stabilized steering: 86, difference: 0 
17:14:25 new steering: 85, stabilized steering: 85, difference: 0 
17:14:25 new steering: 86, stabilized steering: 86, difference: 0 
17:14:25 new steering: 86, stabilized steering: 86, difference: 0 
17:14:25 new steering: 87, stabilized steering: 87, difference: 0 
17:14:25 new steering: 87, stabilized steering: 87, difference: 0 
17:14:25 new steering: 83, stabilized steering: 83, difference: 0 
17:14:25 new steering: 87, stabilized steering: 87, difference: 0 
17:14:25 new steering: 87, stabilized steering: 87, difference: 0 
17:14:25 new steering: 84, stabilized steering: 84, difference: 0 
17:14:25 new steering: 84, stabilized steering: 84, difference: 0 
17:14:26 new steering: 86, stabilized steering: 86, difference: 0 
17:14:26 new steering: 86, stabilized steering: 86, difference: 0 
17:14:26 new steering: 82, stabilized steering: 82, difference: 0 
17:14:26 new steering: 83, stabilized steering: 83, difference: 0 
17:14:26 new steering: 83, stabilized steering: 83, difference: 0 
17:14:26 new steering: 82, stabilized steering: 82, difference: 0 
17:14:26 new steering: 76, stabilized steering: 77, difference: 1 
17:14:26 new steering: 61, stabilized steering: 76, difference: 15 
17:14:27 new steering: 50, stabilized steering: 75, difference: 25 
17:14:27 new steering: 56, stabilized steering: 70, difference: 14 
