17:06:50 new steering: 91, stabilized steering: 91, difference: 0 
17:06:59 new steering: 63, stabilized steering: 63, difference: 0 
17:06:59 new steering: 64, stabilized steering: 64, difference: 0 
17:06:59 new steering: 68, stabilized steering: 68, difference: 0 
17:06:59 new steering: 69, stabilized steering: 69, difference: 0 
17:06:59 new steering: 71, stabilized steering: 71, difference: 0 
17:06:59 new steering: 73, stabilized steering: 73, difference: 0 
17:06:59 new steering: 76, stabilized steering: 76, difference: 0 
17:06:59 new steering: 75, stabilized steering: 75, difference: 0 
17:06:59 new steering: 77, stabilized steering: 77, difference: 0 
17:06:59 new steering: 82, stabilized steering: 82, difference: 0 
17:07:00 new steering: 81, stabilized steering: 81, difference: 0 
17:07:00 new steering: 81, stabilized steering: 81, difference: 0 
17:07:00 new steering: 61, stabilized steering: 80, difference: 19 
17:07:00 new steering: 60, stabilized steering: 79, difference: 19 
17:07:00 new steering: 62, stabilized steering: 78, difference: 16 
17:07:00 new steering: 57, stabilized steering: 77, difference: 20 
17:07:00 new steering: 54, stabilized steering: 76, difference: 22 
17:07:00 new steering: 61, stabilized steering: 75, difference: 14 
17:07:01 new steering: 55, stabilized steering: 74, difference: 19 
17:07:01 new steering: 150, stabilized steering: 79, difference: 71 
17:07:01 new steering: 64, stabilized steering: 78, difference: 14 
17:07:01 new steering: 150, stabilized steering: 83, difference: 67 
17:07:01 new steering: 56, stabilized steering: 82, difference: 26 
17:07:01 new steering: 61, stabilized steering: 81, difference: 20 
17:07:01 new steering: 133, stabilized steering: 86, difference: 47 
17:07:01 new steering: 101, stabilized steering: 91, difference: 10 
17:07:02 new steering: 142, stabilized steering: 96, difference: 46 
17:07:02 new steering: 56, stabilized steering: 95, difference: 39 
17:07:02 new steering: 149, stabilized steering: 100, difference: 49 
17:07:02 new steering: 35, stabilized steering: 99, difference: 64 
17:07:02 new steering: 36, stabilized steering: 98, difference: 62 
17:07:02 new steering: 35, stabilized steering: 97, difference: 62 
17:07:02 new steering: 31, stabilized steering: 96, difference: 65 
17:07:02 new steering: 35, stabilized steering: 95, difference: 60 
17:07:03 new steering: 37, stabilized steering: 94, difference: 57 
17:07:03 new steering: 37, stabilized steering: 93, difference: 56 
