15:12:19 new steering: 93, stabilized steering: 93, difference: 0 
15:12:54 new steering: 76, stabilized steering: 78, difference: 2 
15:12:54 new steering: 78, stabilized steering: 78, difference: 0 
15:12:55 new steering: 80, stabilized steering: 80, difference: 0 
15:12:55 new steering: 82, stabilized steering: 82, difference: 0 
15:12:55 new steering: 79, stabilized steering: 79, difference: 0 
15:12:56 new steering: 84, stabilized steering: 84, difference: 0 
15:12:56 new steering: 83, stabilized steering: 83, difference: 0 
15:12:57 new steering: 75, stabilized steering: 78, difference: 3 
15:12:57 new steering: 86, stabilized steering: 83, difference: 3 
15:12:58 new steering: 76, stabilized steering: 78, difference: 2 
15:12:58 new steering: 79, stabilized steering: 79, difference: 0 
15:12:59 new steering: 76, stabilized steering: 76, difference: 0 
15:12:59 new steering: 83, stabilized steering: 81, difference: 2 
15:13:00 new steering: 71, stabilized steering: 76, difference: 5 
15:13:00 new steering: 81, stabilized steering: 81, difference: 0 
15:13:01 new steering: 89, stabilized steering: 86, difference: 3 
15:13:01 new steering: 88, stabilized steering: 88, difference: 0 
15:13:02 new steering: 82, stabilized steering: 83, difference: 1 
15:13:02 new steering: 79, stabilized steering: 79, difference: 0 
15:13:03 new steering: 76, stabilized steering: 76, difference: 0 
15:13:03 new steering: 76, stabilized steering: 76, difference: 0 
15:13:04 new steering: 84, stabilized steering: 81, difference: 3 
15:13:04 new steering: 76, stabilized steering: 76, difference: 0 
15:13:05 new steering: 86, stabilized steering: 81, difference: 5 
15:13:05 new steering: 89, stabilized steering: 86, difference: 3 
15:13:06 new steering: 83, stabilized steering: 83, difference: 0 
15:13:06 new steering: 77, stabilized steering: 78, difference: 1 
15:13:07 new steering: 90, stabilized steering: 83, difference: 7 
15:13:07 new steering: 86, stabilized steering: 86, difference: 0 
15:13:08 new steering: 92, stabilized steering: 91, difference: 1 
15:13:08 new steering: 93, stabilized steering: 93, difference: 0 
15:13:09 new steering: 73, stabilized steering: 88, difference: 15 
15:13:10 new steering: 80, stabilized steering: 83, difference: 3 
15:13:10 new steering: 84, stabilized steering: 84, difference: 0 
15:13:10 new steering: 79, stabilized steering: 79, difference: 0 
15:13:11 new steering: 82, stabilized steering: 82, difference: 0 
15:13:11 new steering: 82, stabilized steering: 82, difference: 0 
15:13:12 new steering: 82, stabilized steering: 82, difference: 0 
15:13:12 new steering: 79, stabilized steering: 79, difference: 0 
15:13:13 new steering: 90, stabilized steering: 84, difference: 6 
15:13:13 new steering: 87, stabilized steering: 87, difference: 0 
15:13:14 new steering: 80, stabilized steering: 82, difference: 2 
15:13:14 new steering: 79, stabilized steering: 79, difference: 0 
15:13:15 new steering: 83, stabilized steering: 83, difference: 0 
15:13:15 new steering: 74, stabilized steering: 78, difference: 4 
15:13:16 new steering: 78, stabilized steering: 78, difference: 0 
15:13:16 new steering: 73, stabilized steering: 73, difference: 0 
15:13:17 new steering: 83, stabilized steering: 78, difference: 5 
15:13:17 new steering: 80, stabilized steering: 80, difference: 0 
15:13:17 new steering: 86, stabilized steering: 85, difference: 1 
15:13:18 new steering: 78, stabilized steering: 80, difference: 2 
15:13:18 new steering: 85, stabilized steering: 85, difference: 0 
15:13:19 new steering: 96, stabilized steering: 90, difference: 6 
15:13:19 new steering: 75, stabilized steering: 85, difference: 10 
15:13:20 new steering: 71, stabilized steering: 80, difference: 9 
15:13:20 new steering: 87, stabilized steering: 85, difference: 2 
15:13:21 new steering: 81, stabilized steering: 81, difference: 0 
15:13:21 new steering: 80, stabilized steering: 80, difference: 0 
15:13:22 new steering: 81, stabilized steering: 81, difference: 0 
15:13:22 new steering: 85, stabilized steering: 85, difference: 0 
15:13:23 new steering: 78, stabilized steering: 80, difference: 2 
15:13:23 new steering: 82, stabilized steering: 82, difference: 0 
15:13:24 new steering: 81, stabilized steering: 81, difference: 0 
15:13:24 new steering: 83, stabilized steering: 83, difference: 0 
15:13:24 new steering: 90, stabilized steering: 88, difference: 2 
15:13:25 new steering: 84, stabilized steering: 84, difference: 0 
15:13:25 new steering: 87, stabilized steering: 87, difference: 0 
15:13:25 new steering: 90, stabilized steering: 90, difference: 0 
15:13:26 new steering: 89, stabilized steering: 89, difference: 0 
15:13:26 new steering: 92, stabilized steering: 92, difference: 0 
15:13:26 new steering: 94, stabilized steering: 94, difference: 0 
15:13:27 new steering: 100, stabilized steering: 99, difference: 1 
15:13:27 new steering: 90, stabilized steering: 94, difference: 4 
15:13:28 new steering: 101, stabilized steering: 99, difference: 2 
15:13:28 new steering: 119, stabilized steering: 104, difference: 15 
15:13:28 new steering: 101, stabilized steering: 101, difference: 0 
15:13:29 new steering: 105, stabilized steering: 105, difference: 0 
15:13:29 new steering: 91, stabilized steering: 100, difference: 9 
15:13:29 new steering: 93, stabilized steering: 95, difference: 2 
15:13:30 new steering: 86, stabilized steering: 90, difference: 4 
15:13:30 new steering: 86, stabilized steering: 86, difference: 0 
15:13:30 new steering: 93, stabilized steering: 91, difference: 2 
15:13:31 new steering: 82, stabilized steering: 86, difference: 4 
15:13:31 new steering: 75, stabilized steering: 81, difference: 6 
15:13:32 new steering: 83, stabilized steering: 83, difference: 0 
15:13:32 new steering: 91, stabilized steering: 88, difference: 3 
15:13:32 new steering: 83, stabilized steering: 83, difference: 0 
15:13:33 new steering: 87, stabilized steering: 87, difference: 0 
15:13:33 new steering: 87, stabilized steering: 87, difference: 0 
15:13:33 new steering: 81, stabilized steering: 82, difference: 1 
15:13:34 new steering: 91, stabilized steering: 87, difference: 4 
15:13:34 new steering: 88, stabilized steering: 88, difference: 0 
15:13:35 new steering: 102, stabilized steering: 93, difference: 9 
15:13:35 new steering: 98, stabilized steering: 98, difference: 0 
15:13:35 new steering: 90, stabilized steering: 93, difference: 3 
15:13:36 new steering: 94, stabilized steering: 94, difference: 0 
15:13:36 new steering: 100, stabilized steering: 99, difference: 1 
15:13:37 new steering: 112, stabilized steering: 104, difference: 8 
15:13:37 new steering: 89, stabilized steering: 99, difference: 10 
15:13:37 new steering: 84, stabilized steering: 94, difference: 10 
15:13:38 new steering: 90, stabilized steering: 90, difference: 0 
15:13:38 new steering: 94, stabilized steering: 94, difference: 0 
15:13:39 new steering: 94, stabilized steering: 94, difference: 0 
15:13:39 new steering: 92, stabilized steering: 92, difference: 0 
15:13:40 new steering: 98, stabilized steering: 97, difference: 1 
15:13:40 new steering: 103, stabilized steering: 102, difference: 1 
15:13:41 new steering: 90, stabilized steering: 97, difference: 7 
15:13:41 new steering: 121, stabilized steering: 102, difference: 19 
15:13:41 new steering: 86, stabilized steering: 97, difference: 11 
15:13:42 new steering: 103, stabilized steering: 102, difference: 1 
15:13:42 new steering: 97, stabilized steering: 97, difference: 0 
15:13:43 new steering: 96, stabilized steering: 96, difference: 0 
15:13:43 new steering: 104, stabilized steering: 101, difference: 3 
15:13:44 new steering: 107, stabilized steering: 106, difference: 1 
15:13:44 new steering: 109, stabilized steering: 109, difference: 0 
15:13:45 new steering: 105, stabilized steering: 105, difference: 0 
15:13:45 new steering: 99, stabilized steering: 100, difference: 1 
15:13:45 new steering: 113, stabilized steering: 105, difference: 8 
15:13:46 new steering: 101, stabilized steering: 101, difference: 0 
15:13:46 new steering: 108, stabilized steering: 106, difference: 2 
15:13:47 new steering: 98, stabilized steering: 101, difference: 3 
15:13:47 new steering: 96, stabilized steering: 96, difference: 0 
15:13:48 new steering: 110, stabilized steering: 101, difference: 9 
15:13:48 new steering: 94, stabilized steering: 96, difference: 2 
15:13:48 new steering: 106, stabilized steering: 101, difference: 5 
15:13:49 new steering: 112, stabilized steering: 106, difference: 6 
15:13:49 new steering: 94, stabilized steering: 101, difference: 7 
15:13:50 new steering: 102, stabilized steering: 102, difference: 0 
15:13:50 new steering: 99, stabilized steering: 99, difference: 0 
15:13:51 new steering: 104, stabilized steering: 104, difference: 0 
15:13:51 new steering: 95, stabilized steering: 99, difference: 4 
15:13:52 new steering: 102, stabilized steering: 102, difference: 0 
15:13:52 new steering: 94, stabilized steering: 97, difference: 3 
15:13:52 new steering: 96, stabilized steering: 96, difference: 0 
15:13:53 new steering: 100, stabilized steering: 100, difference: 0 
15:13:53 new steering: 91, stabilized steering: 95, difference: 4 
15:13:53 new steering: 99, stabilized steering: 99, difference: 0 
15:13:54 new steering: 109, stabilized steering: 104, difference: 5 
15:13:54 new steering: 90, stabilized steering: 99, difference: 9 
15:13:55 new steering: 111, stabilized steering: 104, difference: 7 
15:13:55 new steering: 96, stabilized steering: 99, difference: 3 
15:13:55 new steering: 99, stabilized steering: 99, difference: 0 
15:13:56 new steering: 102, stabilized steering: 102, difference: 0 
15:13:56 new steering: 105, stabilized steering: 105, difference: 0 
15:13:58 new steering: 112, stabilized steering: 110, difference: 2 
15:13:58 new steering: 103, stabilized steering: 105, difference: 2 
15:13:59 new steering: 95, stabilized steering: 100, difference: 5 
15:13:59 new steering: 98, stabilized steering: 98, difference: 0 
15:13:59 new steering: 94, stabilized steering: 94, difference: 0 
15:14:00 new steering: 92, stabilized steering: 92, difference: 0 
15:14:00 new steering: 95, stabilized steering: 95, difference: 0 
15:14:01 new steering: 94, stabilized steering: 94, difference: 0 
15:14:01 new steering: 97, stabilized steering: 97, difference: 0 
15:14:01 new steering: 87, stabilized steering: 92, difference: 5 
15:14:02 new steering: 92, stabilized steering: 92, difference: 0 
15:14:02 new steering: 86, stabilized steering: 87, difference: 1 
15:14:02 new steering: 90, stabilized steering: 90, difference: 0 
15:14:03 new steering: 91, stabilized steering: 91, difference: 0 
15:14:03 new steering: 77, stabilized steering: 86, difference: 9 
15:14:03 new steering: 90, stabilized steering: 90, difference: 0 
15:14:04 new steering: 85, stabilized steering: 85, difference: 0 
15:14:04 new steering: 85, stabilized steering: 85, difference: 0 
15:14:04 new steering: 89, stabilized steering: 89, difference: 0 
15:14:05 new steering: 83, stabilized steering: 84, difference: 1 
15:14:05 new steering: 90, stabilized steering: 89, difference: 1 
15:14:05 new steering: 102, stabilized steering: 94, difference: 8 
15:14:06 new steering: 91, stabilized steering: 91, difference: 0 
15:14:06 new steering: 107, stabilized steering: 96, difference: 11 
15:14:06 new steering: 100, stabilized steering: 100, difference: 0 
15:14:07 new steering: 110, stabilized steering: 105, difference: 5 
15:14:07 new steering: 89, stabilized steering: 100, difference: 11 
15:14:07 new steering: 100, stabilized steering: 100, difference: 0 
15:14:08 new steering: 95, stabilized steering: 95, difference: 0 
15:14:08 new steering: 92, stabilized steering: 92, difference: 0 
15:14:09 new steering: 93, stabilized steering: 93, difference: 0 
15:14:09 new steering: 93, stabilized steering: 93, difference: 0 
15:14:09 new steering: 95, stabilized steering: 95, difference: 0 
15:14:10 new steering: 110, stabilized steering: 100, difference: 10 
15:14:10 new steering: 90, stabilized steering: 95, difference: 5 
15:14:10 new steering: 115, stabilized steering: 100, difference: 15 
15:14:11 new steering: 91, stabilized steering: 95, difference: 4 
15:14:11 new steering: 95, stabilized steering: 95, difference: 0 
15:14:12 new steering: 102, stabilized steering: 100, difference: 2 
15:14:12 new steering: 92, stabilized steering: 95, difference: 3 
15:14:12 new steering: 88, stabilized steering: 90, difference: 2 
15:14:13 new steering: 104, stabilized steering: 95, difference: 9 
15:14:13 new steering: 90, stabilized steering: 90, difference: 0 
15:14:13 new steering: 96, stabilized steering: 95, difference: 1 
15:14:14 new steering: 96, stabilized steering: 96, difference: 0 
15:14:14 new steering: 92, stabilized steering: 92, difference: 0 
15:14:15 new steering: 95, stabilized steering: 95, difference: 0 
15:14:15 new steering: 106, stabilized steering: 100, difference: 6 
15:14:15 new steering: 104, stabilized steering: 104, difference: 0 
15:14:16 new steering: 94, stabilized steering: 99, difference: 5 
15:14:16 new steering: 93, stabilized steering: 94, difference: 1 
15:14:16 new steering: 90, stabilized steering: 90, difference: 0 
15:14:17 new steering: 108, stabilized steering: 95, difference: 13 
15:14:17 new steering: 91, stabilized steering: 91, difference: 0 
15:14:17 new steering: 97, stabilized steering: 96, difference: 1 
15:14:18 new steering: 103, stabilized steering: 101, difference: 2 
15:14:18 new steering: 104, stabilized steering: 104, difference: 0 
15:14:19 new steering: 91, stabilized steering: 99, difference: 8 
15:14:19 new steering: 80, stabilized steering: 94, difference: 14 
15:14:19 new steering: 91, stabilized steering: 91, difference: 0 
15:14:20 new steering: 100, stabilized steering: 96, difference: 4 
15:14:20 new steering: 84, stabilized steering: 91, difference: 7 
15:14:20 new steering: 91, stabilized steering: 91, difference: 0 
15:14:21 new steering: 84, stabilized steering: 86, difference: 2 
15:14:21 new steering: 90, stabilized steering: 90, difference: 0 
15:14:21 new steering: 96, stabilized steering: 95, difference: 1 
15:14:22 new steering: 102, stabilized steering: 100, difference: 2 
15:14:22 new steering: 83, stabilized steering: 95, difference: 12 
15:14:23 new steering: 93, stabilized steering: 93, difference: 0 
15:14:23 new steering: 96, stabilized steering: 96, difference: 0 
15:14:23 new steering: 96, stabilized steering: 96, difference: 0 
15:14:24 new steering: 93, stabilized steering: 93, difference: 0 
15:14:24 new steering: 116, stabilized steering: 98, difference: 18 
15:14:24 new steering: 108, stabilized steering: 103, difference: 5 
15:14:25 new steering: 99, stabilized steering: 99, difference: 0 
15:14:25 new steering: 104, stabilized steering: 104, difference: 0 
15:14:25 new steering: 98, stabilized steering: 99, difference: 1 
15:14:26 new steering: 96, stabilized steering: 96, difference: 0 
15:14:26 new steering: 95, stabilized steering: 95, difference: 0 
15:14:27 new steering: 90, stabilized steering: 90, difference: 0 
15:14:27 new steering: 84, stabilized steering: 85, difference: 1 
15:14:27 new steering: 97, stabilized steering: 90, difference: 7 
15:14:28 new steering: 98, stabilized steering: 95, difference: 3 
15:14:28 new steering: 114, stabilized steering: 100, difference: 14 
15:14:28 new steering: 92, stabilized steering: 95, difference: 3 
15:14:29 new steering: 91, stabilized steering: 91, difference: 0 
15:14:29 new steering: 101, stabilized steering: 96, difference: 5 
15:14:29 new steering: 97, stabilized steering: 97, difference: 0 
15:14:30 new steering: 83, stabilized steering: 92, difference: 9 
15:14:30 new steering: 93, stabilized steering: 93, difference: 0 
15:14:31 new steering: 99, stabilized steering: 98, difference: 1 
15:14:31 new steering: 93, stabilized steering: 93, difference: 0 
15:14:31 new steering: 88, stabilized steering: 88, difference: 0 
15:14:32 new steering: 96, stabilized steering: 93, difference: 3 
15:14:32 new steering: 93, stabilized steering: 93, difference: 0 
15:14:32 new steering: 109, stabilized steering: 98, difference: 11 
15:14:33 new steering: 106, stabilized steering: 103, difference: 3 
15:14:33 new steering: 95, stabilized steering: 98, difference: 3 
15:14:34 new steering: 105, stabilized steering: 103, difference: 2 
15:14:34 new steering: 99, stabilized steering: 99, difference: 0 
15:14:34 new steering: 95, stabilized steering: 95, difference: 0 
15:14:35 new steering: 97, stabilized steering: 97, difference: 0 
15:14:35 new steering: 97, stabilized steering: 97, difference: 0 
15:14:35 new steering: 104, stabilized steering: 102, difference: 2 
15:14:36 new steering: 91, stabilized steering: 97, difference: 6 
15:14:36 new steering: 95, stabilized steering: 95, difference: 0 
15:14:37 new steering: 98, stabilized steering: 98, difference: 0 
15:14:37 new steering: 89, stabilized steering: 93, difference: 4 
15:14:37 new steering: 91, stabilized steering: 91, difference: 0 
15:14:39 new steering: 93, stabilized steering: 93, difference: 0 
15:14:40 new steering: 94, stabilized steering: 94, difference: 0 
15:14:40 new steering: 105, stabilized steering: 99, difference: 6 
15:14:40 new steering: 89, stabilized steering: 94, difference: 5 
15:14:41 new steering: 101, stabilized steering: 99, difference: 2 
15:14:41 new steering: 93, stabilized steering: 94, difference: 1 
15:14:41 new steering: 99, stabilized steering: 99, difference: 0 
15:14:42 new steering: 93, stabilized steering: 94, difference: 1 
15:14:42 new steering: 91, stabilized steering: 91, difference: 0 
15:14:42 new steering: 95, stabilized steering: 95, difference: 0 
15:14:43 new steering: 90, stabilized steering: 90, difference: 0 
15:14:43 new steering: 101, stabilized steering: 95, difference: 6 
15:14:44 new steering: 93, stabilized steering: 93, difference: 0 
15:14:44 new steering: 103, stabilized steering: 98, difference: 5 
15:14:44 new steering: 101, stabilized steering: 101, difference: 0 
15:14:45 new steering: 99, stabilized steering: 99, difference: 0 
15:14:45 new steering: 108, stabilized steering: 104, difference: 4 
15:14:45 new steering: 98, stabilized steering: 99, difference: 1 
15:14:46 new steering: 102, stabilized steering: 102, difference: 0 
15:14:46 new steering: 96, stabilized steering: 97, difference: 1 
15:14:47 new steering: 94, stabilized steering: 94, difference: 0 
15:14:47 new steering: 99, stabilized steering: 99, difference: 0 
15:14:47 new steering: 94, stabilized steering: 94, difference: 0 
15:14:48 new steering: 92, stabilized steering: 92, difference: 0 
15:14:48 new steering: 82, stabilized steering: 87, difference: 5 
15:14:48 new steering: 90, stabilized steering: 90, difference: 0 
15:14:49 new steering: 98, stabilized steering: 95, difference: 3 
15:14:49 new steering: 94, stabilized steering: 94, difference: 0 
15:14:49 new steering: 88, stabilized steering: 89, difference: 1 
15:14:50 new steering: 91, stabilized steering: 91, difference: 0 
15:14:50 new steering: 88, stabilized steering: 88, difference: 0 
15:14:50 new steering: 89, stabilized steering: 89, difference: 0 
15:14:51 new steering: 98, stabilized steering: 94, difference: 4 
15:14:51 new steering: 89, stabilized steering: 89, difference: 0 
15:14:51 new steering: 95, stabilized steering: 94, difference: 1 
15:14:52 new steering: 96, stabilized steering: 96, difference: 0 
15:14:52 new steering: 91, stabilized steering: 91, difference: 0 
15:14:52 new steering: 101, stabilized steering: 96, difference: 5 
15:14:53 new steering: 90, stabilized steering: 91, difference: 1 
15:14:53 new steering: 89, stabilized steering: 89, difference: 0 
15:14:53 new steering: 100, stabilized steering: 94, difference: 6 
15:14:54 new steering: 91, stabilized steering: 91, difference: 0 
15:14:54 new steering: 107, stabilized steering: 96, difference: 11 
15:14:54 new steering: 98, stabilized steering: 98, difference: 0 
15:14:55 new steering: 110, stabilized steering: 103, difference: 7 
15:14:55 new steering: 100, stabilized steering: 100, difference: 0 
15:14:56 new steering: 95, stabilized steering: 95, difference: 0 
15:14:56 new steering: 100, stabilized steering: 100, difference: 0 
15:14:56 new steering: 95, stabilized steering: 95, difference: 0 
15:14:57 new steering: 103, stabilized steering: 100, difference: 3 
15:14:57 new steering: 91, stabilized steering: 95, difference: 4 
15:14:57 new steering: 97, stabilized steering: 97, difference: 0 
15:14:58 new steering: 91, stabilized steering: 92, difference: 1 
15:14:58 new steering: 104, stabilized steering: 97, difference: 7 
15:14:58 new steering: 106, stabilized steering: 102, difference: 4 
15:14:59 new steering: 88, stabilized steering: 97, difference: 9 
15:14:59 new steering: 90, stabilized steering: 92, difference: 2 
15:14:59 new steering: 91, stabilized steering: 91, difference: 0 
15:15:00 new steering: 106, stabilized steering: 96, difference: 10 
15:15:00 new steering: 96, stabilized steering: 96, difference: 0 
15:15:00 new steering: 91, stabilized steering: 91, difference: 0 
15:15:01 new steering: 93, stabilized steering: 93, difference: 0 
15:15:01 new steering: 95, stabilized steering: 95, difference: 0 
15:15:02 new steering: 93, stabilized steering: 93, difference: 0 
15:15:02 new steering: 94, stabilized steering: 94, difference: 0 
15:15:02 new steering: 90, stabilized steering: 90, difference: 0 
15:15:03 new steering: 94, stabilized steering: 94, difference: 0 
15:15:03 new steering: 91, stabilized steering: 91, difference: 0 
15:15:03 new steering: 93, stabilized steering: 93, difference: 0 
15:15:04 new steering: 90, stabilized steering: 90, difference: 0 
15:15:04 new steering: 92, stabilized steering: 92, difference: 0 
15:15:05 new steering: 102, stabilized steering: 97, difference: 5 
15:15:05 new steering: 90, stabilized steering: 92, difference: 2 
15:15:05 new steering: 100, stabilized steering: 97, difference: 3 
15:15:06 new steering: 91, stabilized steering: 92, difference: 1 
15:15:06 new steering: 102, stabilized steering: 97, difference: 5 
15:15:07 new steering: 105, stabilized steering: 102, difference: 3 
15:15:07 new steering: 103, stabilized steering: 103, difference: 0 
15:15:07 new steering: 106, stabilized steering: 106, difference: 0 
15:15:08 new steering: 92, stabilized steering: 101, difference: 9 
15:15:08 new steering: 93, stabilized steering: 96, difference: 3 
15:15:08 new steering: 92, stabilized steering: 92, difference: 0 
15:15:09 new steering: 87, stabilized steering: 87, difference: 0 
15:15:09 new steering: 104, stabilized steering: 92, difference: 12 
15:15:09 new steering: 102, stabilized steering: 97, difference: 5 
15:15:10 new steering: 101, stabilized steering: 101, difference: 0 
15:15:10 new steering: 91, stabilized steering: 96, difference: 5 
15:15:11 new steering: 91, stabilized steering: 91, difference: 0 
15:15:11 new steering: 94, stabilized steering: 94, difference: 0 
15:15:11 new steering: 85, stabilized steering: 89, difference: 4 
15:15:12 new steering: 93, stabilized steering: 93, difference: 0 
15:15:12 new steering: 98, stabilized steering: 98, difference: 0 
15:15:12 new steering: 92, stabilized steering: 93, difference: 1 
15:15:13 new steering: 104, stabilized steering: 98, difference: 6 
15:15:13 new steering: 95, stabilized steering: 95, difference: 0 
15:15:14 new steering: 95, stabilized steering: 95, difference: 0 
15:15:14 new steering: 103, stabilized steering: 100, difference: 3 
15:15:14 new steering: 99, stabilized steering: 99, difference: 0 
15:15:15 new steering: 97, stabilized steering: 97, difference: 0 
15:15:15 new steering: 90, stabilized steering: 92, difference: 2 
15:15:15 new steering: 93, stabilized steering: 93, difference: 0 
15:15:16 new steering: 87, stabilized steering: 88, difference: 1 
15:15:16 new steering: 86, stabilized steering: 86, difference: 0 
15:15:16 new steering: 87, stabilized steering: 87, difference: 0 
15:15:17 new steering: 87, stabilized steering: 87, difference: 0 
15:15:17 new steering: 90, stabilized steering: 90, difference: 0 
15:15:18 new steering: 98, stabilized steering: 95, difference: 3 
15:15:18 new steering: 94, stabilized steering: 94, difference: 0 
15:15:18 new steering: 103, stabilized steering: 99, difference: 4 
15:15:19 new steering: 94, stabilized steering: 94, difference: 0 
15:15:19 new steering: 90, stabilized steering: 90, difference: 0 
15:15:19 new steering: 111, stabilized steering: 95, difference: 16 
15:15:20 new steering: 90, stabilized steering: 90, difference: 0 
15:15:20 new steering: 101, stabilized steering: 95, difference: 6 
15:15:21 new steering: 86, stabilized steering: 90, difference: 4 
15:15:21 new steering: 99, stabilized steering: 95, difference: 4 
15:15:21 new steering: 101, stabilized steering: 100, difference: 1 
15:15:22 new steering: 113, stabilized steering: 105, difference: 8 
15:15:22 new steering: 96, stabilized steering: 100, difference: 4 
15:15:22 new steering: 107, stabilized steering: 105, difference: 2 
15:15:23 new steering: 101, stabilized steering: 101, difference: 0 
15:15:23 new steering: 102, stabilized steering: 102, difference: 0 
15:15:24 new steering: 100, stabilized steering: 100, difference: 0 
15:15:24 new steering: 97, stabilized steering: 97, difference: 0 
15:15:24 new steering: 88, stabilized steering: 92, difference: 4 
15:15:25 new steering: 94, stabilized steering: 94, difference: 0 
15:15:25 new steering: 101, stabilized steering: 99, difference: 2 
15:15:26 new steering: 108, stabilized steering: 104, difference: 4 
15:15:26 new steering: 111, stabilized steering: 109, difference: 2 
15:15:26 new steering: 90, stabilized steering: 104, difference: 14 
15:15:27 new steering: 91, stabilized steering: 99, difference: 8 
15:15:27 new steering: 98, stabilized steering: 98, difference: 0 
15:15:28 new steering: 104, stabilized steering: 103, difference: 1 
15:15:28 new steering: 109, stabilized steering: 108, difference: 1 
15:15:28 new steering: 94, stabilized steering: 103, difference: 9 
15:15:29 new steering: 93, stabilized steering: 98, difference: 5 
15:15:29 new steering: 84, stabilized steering: 93, difference: 9 
15:15:29 new steering: 82, stabilized steering: 88, difference: 6 
15:15:30 new steering: 90, stabilized steering: 90, difference: 0 
15:15:30 new steering: 91, stabilized steering: 91, difference: 0 
